石門區,101,100.0,3.6,79.2,3.9,-,13.0,0.3,-
八里區,100,100.0,6.8,80.0,3.4,4.2,3.9,-,1.6
帄溪區,100,100.0,0.6,80.7,4.0,0.4,14.0,-,0.3
雙溪區,100,100.0,8.1,81.0,3.1,1.8,4.5,-,1.4
貢寮區,100,100.0,3.3,74.3,6.1,2.9,8.0,2.8,2.6
金山區,100,100.0,7.9,80.1,5.5,1.4,5.1,-,-
萬里區,100,100.0,6.8,65.7,7.7,9.2,9.2,0.3,1.1
烏來區,403,100.0,11.7,66.9,5.6,15.0,0.6,0.1,0.0
臺北市,"2,393",100.0,12.9,65.6,11.1,1.1,7.5,0.8,1.0
松山區,101,100.0,12.7,67.7,11.7,-,6.4,-,1.5
信義區,602,100.0,16.2,65.8,10.6,1.7,4.8,0.3,0.6
大安區,201,100.0,12.1,64.6,14.9,0.9,6.0,1.2,0.3
中山區,100,100.0,15.2,69.9,6.7,-,8.2,-,-
中正區,477,100.0,9.6,72.6,10.4,1.5,5.4,0.5,-
大同區,101,100.0,6.6,72.5,5.4,1.1,12.4,-,1.9
萬華區,102,100.0,11.8,56.6,15.2,0.9,11.6,1.2,2.8
文山區,205,100.0,12.6,61.3,14.9,0.8,7.5,0.8,2.1
註：本表為受訪者居住所在鄉鎮市區，並依據鄉鎮市區人口數占全國總人口數比例加權推估。,,,,,,,,,
,,,附錄 一 - 45,,,,,,
,附表A-5 單一自我認定主要族群人口百分比-,,,,,,,,
,,,依常住縣市及鄉鎮市區分(續1),,,,,,
,,,,,,,單位：人；%,,
,樣本數,臺灣,,大陸各,,,其他,不知道/,
項目別,,總計,福老人,,原住民,臺灣人,,,
,(人),客家人,,省市人,,,族群,未回答,
臺閩地區,"65,732",100.0,16.2,69.0,5.5,2.7,5.3,0.3,1.0
南港區,102,100.0,14.6,70.7,7.9,1.4,5.4,-,-
內湖區,201,100.0,15.9,61.2,10.9,2.5,8.5,-,1.0
士林區,100,100.0,14.1,68.6,6.5,0.7,4.7,3.9,1.5
北投區,101,100.0,9.8,62.1,13.8,1.2,12.4,0.6,0.2
桃園市,"4,956",100.0,33.4,53.7,7.0,2.0,2.7,0.4,0.8
桃園區,202,100.0,18.3,69.2,8.5,1.3,2.8,-,-
中壢區,610,100.0,43.8,43.8,7.3,1.2,2.3,0.2,1.4
大溪區,404,100.0,21.0,64.9,9.0,3.6,1.2,-,0.3
楊梅區,466,100.0,63.6,24.9,6.5,1.7,1.0,1.4,0.9
蘆竹區,202,100.0,10.9,77.0,7.4,1.1,3.0,-,0.6
大園區,407,100.0,10.8,76.1,2.5,0.9,8.7,1.0,0.0
龜山區,104,100.0,8.7,79.9,9.0,1.1,1.3,-,-
八德區,529,100.0,21.1,64.1,6.4,2.1,4.7,1.3,0.4
龍潭區,411,100.0,52.4,33.0,7.9,3.5,1.2,0.6,1.4
帄鎮區,608,100.0,52.8,32.4,7.3,2.0,2.9,0.3,2.3
新屋區,407,100.0,74.9,21.4,1.8,1.2,0.5,-,0.1
觀音區,406,100.0,47.2,45.2,4.4,1.3,0.6,-,1.3
復興區,200,100.0,19.5,38.8,1.9,39.5,0.2,-,0.1
臺中市,"5,362",100.0,12.6,74.6,4.6,2.0,5.3,0.0,0.9
中區,103,100.0,13.0,71.5,12.6,0.4,1.6,0.9,-
東區,404,100.0,12.6,74.7,2.9,2.6,6.7,-,0.5
南區,104,100.0,13.3,71.8,5.2,1.0,8.7,-,-
西區,101,100.0,8.4,65.5,10.4,3.0,12.8,-,-
北區,103,100.0,12.5,72.8,10.5,1.2,3.0,-,-
西屯區,105,100.0,10.4,67.8,3.8,1.3,13.4,-,3.2
南屯區,100,100.0,11.6,75.0,4.7,1.8,5.3,-,1.7
北屯區,106,100.0,9.9,72.7,7.1,4.4,3.6,-,2.3
豐原區,203,100.0,15.5,76.8,3.6,0.1,3.2,-,0.9
東勢區,400,100.0,79.3,15.1,0.8,4.5,0.1,-,0.3
大甲區,103,100.0,8.9,80.6,1.8,-,6.8,-,1.9
清水區,103,100.0,6.9,84.5,0.8,1.6,6.3,-,-
沙鹿區,100,100.0,7.8,81.6,5.0,2.8,2.8,-,-
梧棲區,100,100.0,6.7,82.8,-,3.6,5.8,-,1.0
后里區,101,100.0,8.6,80.5,5.1,-,3.1,-,2.8
神岡區,101,100.0,6.2,84.6,1.0,-,5.9,-,2.2
潭子區,101,100.0,7.4,77.6,8.2,-,5.2,-,1.6
大雅區,101,100.0,8.6,76.5,5.9,-,9.0,-,-
新社區,405,100.0,38.1,50.4,10.4,-,0.4,-,0.7
石岡區,404,100.0,58.8,37.9,1.3,1.4,0.5,-,0.1
註：本表為受訪者居住所在鄉鎮市區，並依據鄉鎮市區人口數占全國總人口數比例加權推估。,,,,,,,,,
,,,附錄 一 - 46,,,,,,
,附表A-5 單一自我認定主要族群人口百分比-,,,,,,,,
,,,依常住縣市及鄉鎮市區分(續2),,,,,,
,,,,,,,單位：人；%,,
,樣本數,臺灣,,大陸各,,,其他,不知道/,
項目別,,總計,福老人,,原住民,臺灣人,,,
,(人),客家人,,省市人,,,族群,未回答,
臺閩地區,"65,732",100.0,16.2,69.0,5.5,2.7,5.3,0.3,1.0
外埔區,403,100.0,15.0,79.2,2.1,2.2,1.2,0.3,-
大安區,101,100.0,9.0,82.0,0.3,1.8,4.2,0.4,2.4
烏日區,403,100.0,8.3,76.5,3.6,5.2,5.7,0.3,0.4
大肚區,101,100.0,7.5,78.8,6.0,2.7,4.9,-,-
龍井區,100,100.0,5.1,82.4,3.6,4.5,4.5,-,-
霧峰區,101,100.0,7.9,82.4,1.9,1.1,6.7,-,-
太帄區,203,100.0,8.9,79.4,4.0,1.3,5.5,-,0.9
大里區,202,100.0,11.8,84.4,2.8,-,1.0,-,-
和帄區,400,100.0,26.2,54.3,4.1,14.9,0.2,0.1,0.2
臺南市,"3,787",100.0,5.9,80.2,3.5,2.8,6.7,0.1,0.8
新營區,103,100.0,7.3,73.7,1.6,2.5,14.2,-,0.6
鹽水區,101,100.0,5.6,86.3,1.1,-,6.1,-,0.9
白河區,103,100.0,4.2,83.4,1.3,5.3,5.3,-,0.5
柳營區,103,100.0,2.3,82.4,2.6,8.1,3.6,-,0.9
後壁區,102,100.0,2.9,86.2,2.7,1.3,3.7,2.2,1.0
東山區,100,100.0,3.6,85.2,1.8,2.5,6.9,-,-
麻豆區,103,100.0,3.7,82.6,1.2,1.0,10.5,-,1.1
下營區,103,100.0,7.3,74.5,-,1.0,13.2,-,4.0
六甲區,103,100.0,1.1,89.5,2.1,0.9,5.7,-,0.7
官田區,102,100.0,5.2,80.9,3.9,2.1,5.9,0.8,1.1
大內區,101,100.0,5.7,79.2,0.2,9.1,3.8,-,2.1
佳里區,100,100.0,3.4,75.8,0.8,2.8,17.3,-,-
學甲區,100,100.0,0.9,90.5,1.4,-,7.2,-,-
西港區,101,100.0,2.1,89.3,2.0,0.6,6.0,-,-
七股區,102,100.0,1.9,89.6,0.7,2.8,4.5,-,0.6
將軍區,101,100.0,1.3,91.3,1.3,0.9,5.3,-,-
北門區,102,100.0,3.8,74.7,2.2,-,18.3,0.3,0.7
新化區,104,100.0,9.6,78.2,5.3,1.7,5.2,-,-
善化區,101,100.0,3.2,91.0,1.6,0.3,3.9,-,-
新市區,104,100.0,6.6,78.7,2.9,6.4,4.8,-,0.5
安定區,102,100.0,2.3,79.7,2.9,4.3,10.5,-,0.4
山上區,100,100.0,4.5,71.3,-,6.8,15.1,-,2.3
玉井區,103,100.0,3.2,80.9,-,4.4,11.0,-,0.5
楠西區,102,100.0,11.9,71.1,1.3,8.2,1.5,6.0,-
南化區,100,100.0,8.8,60.1,-,0.6,2.4,-,28.1
左鎮區,102,100.0,9.1,62.3,6.4,18.5,2.7,-,1.0
仁德區,102,100.0,6.3,81.5,3.5,0.4,8.3,-,-
歸仁區,106,100.0,2.2,81.5,6.6,2.9,6.8,-,-
關廟區,103,100.0,2.1,86.3,2.0,2.4,5.4,-,1.8
註：本表為受訪者居住所在鄉鎮市區，並依據鄉鎮市區人口數占全國總人口數比例加權推估。,,,,,,,,,
,,,附錄 一 - 47,,,,,,
,附表A-5 單一自我認定主要族群人口百分比-,,,,,,,,
,,,依常住縣市及鄉鎮市區分(續3),,,,,,
,,,,,,,單位：人；%,,
,樣本數,臺灣,,大陸各,,,其他,不知道/,
項目別,,總計,福老人,,原住民,臺灣人,,,
,(人),客家人,,省市人,,,族群,未回答,
臺閩地區,"65,732",100.0,16.2,69.0,5.5,2.7,5.3,0.3,1.0
龍崎區,106,100.0,26.6,71.8,0.3,0.4,1.0,-,-
永康區,103,100.0,10.4,73.6,4.8,4.2,6.9,-,-
東區,104,100.0,8.7,80.2,7.3,0.4,1.4,0.4,1.5
南區,102,100.0,7.7,75.6,3.6,6.1,5.9,-,1.1
北區,104,100.0,8.7,68.2,11.0,2.0,9.4,-,0.8
安南區,104,100.0,5.6,88.8,0.8,-,4.9,-,-
安帄區,104,100.0,4.3,87.2,2.1,4.7,1.7,-,-
中西區,101,100.0,2.1,81.1,5.0,6.0,5.9,-,-
高雄市,"5,599",100.0,10.9,73.5,5.0,2.8,6.4,0.1,1.3
鹽埕區,101,100.0,0.4,87.1,3.6,-,9.0,-,-
鼓山區,100,100.0,3.7,66.8,14.9,0.1,12.0,-,2.5
左營區,105,100.0,10.9,61.4,9.1,4.8,11.4,-,2.4
楠梓區,106,100.0,11.6,66.1,9.3,-,10.4,-,2.7
三民區,205,100.0,11.1,78.3,2.2,1.8,4.2,-,2.3
新興區,100,100.0,7.2,83.2,4.1,-,5.5,-,-
前金區,101,100.0,4.4,84.5,4.7,1.4,3.6,0.6,0.8
苓雅區,103,100.0,2.8,71.9,11.3,6.8,7.2,-,-
前鎮區,103,100.0,7.1,82.2,2.4,1.6,3.4,-,3.2
旗津區,101,100.0,6.5,70.8,2.3,0.5,3.5,-,16.4
小港區,104,100.0,5.3,79.7,4.9,1.7,6.4,-,2.0
鳳山區,206,100.0,7.7,74.1,3.6,5.7,8.9,-,-
林園區,100,100.0,7.9,73.0,7.9,3.1,6.7,-,1.4
大寮區,100,100.0,7.9,75.0,9.3,3.4,4.4,-,-
大樹區,104,100.0,4.3,88.9,1.6,2.4,2.2,-,0.6
大社區,103,100.0,11.5,72.6,4.4,1.4,10.1,-,-
仁武區,102,100.0,10.1,80.3,0.4,0.8,8.2,-,0.2
鳥松區,103,100.0,19.1,71.9,5.7,1.1,1.9,-,0.2
岡山區,106,100.0,3.0,85.5,6.3,3.0,2.2,-,-
橋頭區,102,100.0,1.7,89.5,3.6,1.1,4.2,-,-
燕巢區,100,100.0,7.5,79.9,3.2,1.1,7.4,0.9,-
田寮區,100,100.0,0.3,80.3,14.5,-,4.0,-,0.9
阿蓮區,102,100.0,4.7,79.7,-,2.3,10.7,-,2.6
路竹區,105,100.0,8.4,71.6,3.8,2.3,11.3,2.2,0.5
湖內區,106,100.0,3.9,83.8,2.1,-,6.4,-,3.8
茄萣區,104,100.0,3.3,87.7,1.7,2.2,5.3,-,-
永安區,104,100.0,1.4,89.2,0.9,0.7,7.9,-,-
彌陀區,100,100.0,4.9,85.1,2.8,1.6,4.7,-,0.9
梓官區,105,100.0,2.0,79.1,2.0,0.6,16.1,-,0.3
旗山區,405,100.0,22.7,67.1,1.2,4.9,3.9,0.1,-
註：本表為受訪者居住所在鄉鎮市區，並依據鄉鎮市區人口數占全國總人口數比例加權推估。,,,,,,,,,
,,,附錄 一 - 48,,,,,,
,附表A-5 單一自我認定主要族群人口百分比-,,,,,,,,
,,,依常住縣市及鄉鎮市區分(續4),,,,,,
,,,,,,,單位：人；%,,
,樣本數,臺灣,,大陸各,,,其他,不知道/,
項目別,,總計,福老人,,原住民,臺灣人,,,
,(人),客家人,,省市人,,,族群,未回答,
臺閩地區,"65,732",100.0,16.2,69.0,5.5,2.7,5.3,0.3,1.0
美濃區,403,100.0,87.1,9.0,1.7,0.2,0.8,-,1.2
六龜區,400,100.0,37.5,44.1,3.7,10.8,0.3,3.6,0.1
甲仙區,400,100.0,35.3,53.0,1.2,7.5,2.0,0.1,0.9
杉林區,404,100.0,58.2,31.0,6.1,3.5,1.0,0.2,-
內門區,102,100.0,0.7,90.3,-,7.2,1.8,-,-
茂林區,101,100.0,0.9,83.3,14.8,0.8,0.2,-,-
桃源區,102,100.0,0.7,82.8,0.4,15.9,0.2,-,-
那瑪夏,101,100.0,1.2,84.9,0.0,12.1,1.1,0.6,-
宜蘭縣,"1,206",100.0,5.1,77.5,3.9,4.2,6.5,0.6,2.1
宜蘭市,100,100.0,1.9,75.2,4.4,7.7,10.8,-,-
羅東鎮,101,100.0,4.9,82.5,6.0,2.9,3.7,-,-
蘇澳鎮,100,100.0,5.1,72.8,10.2,1.2,7.5,2.0,1.1
頭城鎮,100,100.0,2.3,75.9,6.0,6.7,8.4,-,0.8
礁溪鄉,101,100.0,3.8,88.3,1.0,-,5.7,1.1,-
壯圍鄉,101,100.0,1.0,81.2,1.1,0.4,11.0,1.8,3.4
員山鄉,101,100.0,12.0,80.8,4.1,0.7,0.9,1.6,-
冬山鄉,101,100.0,11.7,82.6,0.5,1.0,4.2,-,-
五結鄉,101,100.0,3.9,82.9,3.6,2.9,6.0,-,0.7
三星鄉,100,100.0,10.0,72.9,3.3,6.4,5.3,-,2.1
大同鄉,100,100.0,1.4,47.9,0.2,15.9,1.6,0.2,32.8
南澳鄉,100,100.0,1.6,55.1,6.8,21.6,14.1,-,0.7
新竹縣,"4,840",100.0,64.9,26.6,3.7,2.1,1.6,0.2,1.0
竹北市,468,100.0,42.5,46.6,5.8,0.9,2.8,0.1,1.3
竹東鎮,414,100.0,82.5,14.9,1.2,0.4,0.8,0.1,0.2
新埔鎮,413,100.0,81.0,13.8,1.3,0.2,0.3,0.5,2.9
關西鎮,415,100.0,87.0,10.6,0.5,1.2,0.3,0.4,-
湖口鄉,408,100.0,71.7,18.6,6.9,1.3,1.4,0.0,0.2
新豐鄉,403,100.0,48.0,44.3,3.6,0.9,1.7,0.8,0.6
芎林鄉,402,100.0,80.5,16.9,1.4,0.5,0.4,-,0.3
橫山鄉,406,100.0,78.6,15.9,4.1,1.1,-,0.1,0.2
北埔鄉,407,100.0,81.2,11.5,0.4,0.6,0.5,-,5.8
寶山鄉,400,100.0,70.3,22.0,2.5,0.2,2.6,-,2.4
峨眉鄉,404,100.0,87.6,9.9,1.1,1.3,0.2,0.1,0.0
尖石鄉,200,100.0,18.5,39.6,2.3,30.8,8.7,-,0.1
五峰鄉,100,100.0,6.2,50.6,22.6,20.5,-,-,-
苗栗縣,"7,323",100.0,57.5,37.1,2.3,1.2,1.2,0.1,0.5
苗栗市,405,100.0,81.1,14.4,2.0,0.5,2.0,-,-
苑裡鎮,409,100.0,21.9,73.5,1.8,-,1.7,0.3,0.8
通霄鎮,404,100.0,25.4,66.1,0.9,1.8,5.1,0.2,0.4
註：本表為受訪者居住所在鄉鎮市區，並依據鄉鎮市區人口數占全國總人口數比例加權推估。,,,,,,,,,
,,,附錄 一 - 49,,,,,,
